日期,AQI,质量等级,PM2.5,PM10,NO2,SO2,CO,O3,城市
2022-07-06,60,良,12,20,13,10,0.6,112,萍乡
2022-07-07,34,优,16,22,17,15,0.8,68,萍乡
2022-07-08,33,优,11,18,10,9,0.5,65,萍乡
2022-07-09,38,优,12,18,10,10,0.4,76,萍乡
2022-07-10,52,良,17,25,13,13,0.5,102,萍乡
2022-07-11,50,优,17,24,12,10,0.4,100,萍乡
2022-07-12,48,优,15,21,10,9,0.4,96,萍乡
2022-07-13,43,优,19,26,13,10,0.4,85,萍乡
2022-07-14,55,良,18,22,14,10,0.4,106,萍乡
2022-07-15,70,良,24,30,12,8,0.4,124,萍乡
2022-07-16,43,优,21,31,13,7,0.4,85,萍乡
2022-07-17,40,优,18,25,11,8,0.4,79,萍乡
2022-07-18,42,优,11,12,10,6,0.4,84,萍乡
2022-07-19,34,优,17,23,18,13,1,68,萍乡
2022-07-20,45,优,19,28,15,12,0.6,89,萍乡
2022-07-21,37,优,12,18,11,7,0.3,74,萍乡
2022-07-22,42,优,14,21,13,9,0.4,83,萍乡
2022-07-23,41,优,13,19,8,8,0.3,82,萍乡
2022-07-24,41,优,18,24,12,11,0.4,82,萍乡
2022-07-25,49,优,24,34,19,18,0.6,98,萍乡
2022-07-26,46,优,22,30,19,12,0.5,92,萍乡
2022-07-27,52,良,23,30,18,11,0.6,102,萍乡
2022-07-28,56,良,24,34,15,11,0.5,107,萍乡
2022-07-29,55,良,22,35,16,16,0.6,105,萍乡
2022-07-30,71,良,21,34,16,14,0.6,125,萍乡
2022-07-31,90,良,26,37,14,14,0.7,148,萍乡
2022-08-01,74,良,31,45,22,25,1.3,128,萍乡
2022-08-02,81,良,32,46,21,23,1,137,萍乡
2022-08-03,78,良,32,44,19,18,0.9,133,萍乡
2022-08-04,42,优,20,28,15,17,0.6,83,萍乡
2022-08-05,40,优,6,9,7,8,0.2,80,萍乡
2022-08-06,39,优,10,14,12,13,0.4,78,萍乡
2022-08-07,43,优,11,14,11,10,0.3,86,萍乡
2022-08-08,38,优,14,21,14,17,0.6,75,萍乡
2022-08-09,72,良,16,24,15,14,0.7,126,萍乡
2022-08-10,27,优,6,10,7,7,0.3,53,萍乡
2022-08-11,33,优,9,12,9,10,0.4,66,萍乡
2022-08-12,34,优,10,13,10,11,0.4,68,萍乡
2022-08-13,40,优,10,14,8,11,0.3,80,萍乡
2022-08-14,41,优,12,17,11,11,0.4,82,萍乡
2022-08-15,45,优,14,17,12,11,0.4,89,萍乡
2022-08-16,45,优,18,23,16,14,0.5,90,萍乡
2022-08-17,74,良,21,31,20,14,0.7,128,萍乡
2022-08-18,67,良,21,32,23,14,0.8,120,萍乡
2022-08-19,54,良,16,23,16,10,0.5,104,萍乡
2022-08-20,65,良,14,23,13,14,0.4,117,萍乡
2022-08-21,40,优,9,16,8,10,0.3,79,萍乡
2022-08-22,38,优,8,13,8,8,0.3,75,萍乡
2022-08-23,75,良,17,30,16,13,0.5,130,萍乡
2022-08-24,83,良,24,39,18,14,0.6,139,萍乡
2022-08-25,40,优,18,29,12,11,0.4,80,萍乡
2022-08-26,40,优,8,14,9,8,0.2,80,萍乡
2022-08-27,43,优,13,20,14,10,0.3,86,萍乡
2022-08-28,90,良,28,48,15,17,0.9,148,萍乡
2022-08-29,69,良,30,49,18,19,0.8,122,萍乡
2022-08-30,51,良,35,51,22,20,0.8,57,萍乡
2022-08-31,40,优,28,39,16,12,0.6,60,萍乡
2022-09-01,44,优,22,34,16,14,0.6,87,萍乡
2022-09-02,73,良,24,35,14,11,0.7,127,萍乡
2022-09-03,73,良,22,36,17,13,0.6,127,萍乡
2022-09-04,94,良,25,42,17,16,0.6,152,萍乡
2022-09-05,108,轻度污染,33,49,18,14,0.6,168,萍乡
2022-09-06,110,轻度污染,28,52,25,20,1,171,萍乡
2022-09-07,70,良,27,48,22,22,1,124,萍乡
2022-09-08,77,良,23,40,22,17,0.8,132,萍乡
2022-09-09,108,轻度污染,30,49,24,16,0.8,168,萍乡
2022-09-10,115,轻度污染,39,61,19,23,1.1,176,萍乡
2022-09-11,115,轻度污染,39,60,22,23,1.1,176,萍乡
2022-09-12,118,轻度污染,37,59,23,22,1,179,萍乡
2022-09-13,111,轻度污染,33,53,20,20,0.9,172,萍乡
2022-09-14,96,良,29,51,18,16,0.7,155,萍乡
2022-09-15,96,良,27,48,18,14,0.6,155,萍乡
2022-09-16,135,轻度污染,38,62,22,17,0.8,198,萍乡
2022-09-17,133,轻度污染,42,65,24,22,1,196,萍乡
2022-09-18,128,轻度污染,45,73,27,28,1,190,萍乡
2022-09-19,95,良,27,47,18,22,0.8,153,萍乡
2022-09-20,98,良,26,58,17,20,0.8,157,萍乡
2022-09-21,91,良,30,61,19,19,0.7,149,萍乡
2022-09-22,73,良,53,84,36,32,1.4,70,萍乡
2022-09-23,90,良,42,59,23,16,0.9,148,萍乡
2022-09-24,120,轻度污染,41,72,22,17,0.9,181,萍乡
2022-09-25,147,轻度污染,46,98,24,19,1,211,萍乡
2022-09-26,150,轻度污染,51,89,26,24,1.3,214,萍乡
2022-09-27,126,轻度污染,43,70,22,18,0.9,188,萍乡
2022-09-28,153,中度污染,52,83,22,20,1,218,萍乡
2022-09-29,143,轻度污染,52,82,26,24,1.1,207,萍乡
2022-09-30,126,轻度污染,55,85,28,30,1.4,188,萍乡
2022-10-01,69,良,34,49,22,14,0.9,122,萍乡
2022-10-02,36,优,16,28,16,12,0.6,72,萍乡
2022-10-03,45,优,18,32,19,10,0.7,90,萍乡
2022-10-04,102,轻度污染,35,70,23,18,0.9,162,萍乡
2022-10-05,42,优,24,42,23,18,0.8,26,萍乡
2022-10-06,29,优,11,17,23,17,0.7,13,萍乡
2022-10-07,28,优,14,22,22,14,0.8,18,萍乡
2022-10-08,42,优,29,42,30,22,1.2,14,萍乡
2022-10-09,27,优,16,26,21,6,0.7,52,萍乡
2022-10-10,49,优,20,42,21,8,0.6,98,萍乡
2022-10-11,67,良,24,50,28,18,0.7,120,萍乡
2022-10-12,78,良,27,52,25,25,0.8,133,萍乡
2022-10-13,94,良,32,55,30,17,0.8,152,萍乡
2022-10-14,103,轻度污染,34,60,27,18,0.9,163,萍乡
2022-10-15,124,轻度污染,40,63,26,16,1,186,萍乡
2022-10-16,122,轻度污染,39,61,26,14,0.9,184,萍乡
2022-10-17,89,良,38,65,21,16,0.9,146,萍乡
2022-10-18,75,良,27,58,18,16,1,129,萍乡
2022-10-19,83,良,27,54,20,22,0.8,139,萍乡
2022-10-20,100,良,32,60,24,23,0.9,159,萍乡
2022-10-21,107,轻度污染,42,72,31,30,1.2,167,萍乡
2022-10-22,127,轻度污染,44,66,23,22,0.8,189,萍乡
2022-10-23,125,轻度污染,42,67,24,22,0.9,187,萍乡
2022-10-24,102,轻度污染,37,68,18,18,0.9,162,萍乡
2022-10-25,100,良,32,66,20,22,0.7,159,萍乡
2022-10-26,110,轻度污染,40,76,29,29,0.9,170,萍乡
2022-10-27,59,良,42,57,29,22,0.8,73,萍乡
2022-10-28,40,优,28,37,21,12,0.7,55,萍乡
2022-10-29,28,优,18,28,18,12,0.6,54,萍乡
2022-10-30,50,优,30,50,28,16,0.7,71,萍乡
2022-10-31,75,良,36,59,24,18,0.8,130,萍乡
2022-11-01,74,良,28,51,25,17,0.7,128,萍乡
2022-11-02,79,良,26,48,20,20,0.8,134,萍乡
2022-11-03,51,良,28,42,19,16,0.8,101,萍乡
2022-11-04,77,良,39,63,20,16,0.8,132,萍乡
2022-11-05,52,良,32,53,22,16,0.7,93,萍乡
2022-11-06,56,良,37,61,29,27,1,104,萍乡
2022-11-07,60,良,36,55,26,30,1.2,112,萍乡
2022-11-08,79,良,33,52,21,28,1,134,萍乡
2022-11-09,71,良,34,51,21,30,1,125,萍乡
2022-11-10,65,良,34,48,22,29,1,118,萍乡
2022-11-11,53,良,32,46,22,31,0.9,103,萍乡
2022-11-12,52,良,30,42,19,14,0.8,102,萍乡
2022-11-13,53,良,25,55,18,11,0.7,39,萍乡
2022-11-14,46,优,30,46,23,9,0.6,19,萍乡
2022-11-15,33,优,17,23,26,12,0.8,22,萍乡
2022-11-16,38,优,26,34,30,16,0.9,20,萍乡
2022-11-17,40,优,28,36,22,14,1,65,萍乡
2022-11-18,27,优,18,22,21,12,1,33,萍乡
2022-11-19,49,优,34,45,21,9,0.9,34,萍乡
2022-11-20,60,良,43,58,22,14,1.2,56,萍乡
2022-11-21,52,良,36,52,21,24,1,83,萍乡
2022-11-22,41,优,28,41,24,13,0.9,21,萍乡
2022-11-23,33,优,21,33,24,14,0.9,56,萍乡
2022-11-24,56,良,36,61,33,29,1.1,62,萍乡
2022-11-25,52,良,34,54,30,22,1,45,萍乡
2022-11-26,46,优,31,46,27,11,1.2,55,萍乡
2022-11-27,32,优,21,27,25,12,1.1,28,萍乡
2022-11-28,35,优,22,30,22,17,1.4,18,萍乡
2022-11-29,22,优,15,19,16,10,0.7,33,萍乡
2022-01-01,99,良,74,115,57,12,1.2,30,新余
2022-01-02,107,轻度污染,80,124,56,19,1.1,73,新余
2022-01-03,100,良,75,122,50,26,0.9,102,新余
2022-01-04,100,良,75,126,50,36,1,94,新余
2022-01-05,74,良,54,81,36,12,0.9,37,新余
2022-01-06,38,优,21,38,26,6,0.6,47,新余
2022-01-07,42,优,25,42,26,9,0.5,30,新余
2022-01-08,59,良,42,65,34,11,0.6,33,新余
2022-01-09,54,良,38,56,28,8,0.7,38,新余
2022-01-10,60,良,43,62,34,9,0.7,38,新余
2022-01-11,56,良,38,62,36,8,0.8,55,新余
2022-01-12,74,良,54,90,40,16,0.9,76,新余
2022-01-13,73,良,53,88,40,10,0.6,78,新余
2022-01-14,79,良,58,94,41,14,0.6,40,新余
2022-01-15,99,良,74,124,45,17,0.8,35,新余
2022-01-16,89,良,66,97,32,10,0.9,51,新余
2022-01-17,59,良,42,60,27,6,0.7,63,新余
2022-01-18,93,良,69,104,34,11,0.9,55,新余
2022-01-19,74,良,54,84,40,9,1.1,57,新余
2022-01-20,72,良,52,87,37,10,0.8,70,新余
2022-01-21,90,良,67,96,30,4,0.7,33,新余
2022-01-22,54,良,38,52,34,5,0.7,14,新余
2022-01-23,39,优,14,19,31,4,0.8,8,新余
2022-01-24,37,优,16,23,29,4,1,17,新余
2022-01-25,39,优,21,33,31,4,1,21,新余
2022-01-26,35,优,20,31,28,4,1,18,新余
2022-01-27,29,优,14,19,23,4,0.9,35,新余
2022-01-28,25,优,10,16,15,3,0.8,50,新余
2022-01-29,27,优,12,15,12,3,0.5,54,新余
2022-01-30,35,优,24,33,12,4,0.6,54,新余
2022-01-31,43,优,30,40,12,4,0.6,54,新余
2022-02-01,74,良,54,68,9,4,0.6,54,新余
2022-02-02,69,良,50,66,10,4,0.6,61,新余
2022-02-03,36,优,25,36,9,4,0.5,55,新余
2022-02-04,40,优,26,40,13,4,0.6,62,新余
2022-02-05,38,优,23,38,12,4,0.6,61,新余
2022-02-06,60,良,43,60,14,5,0.7,55,新余
2022-02-07,23,优,16,22,12,4,0.6,46,新余
2022-02-08,38,优,26,34,14,4,0.6,58,新余
2022-02-09,26,优,18,26,12,4,0.5,49,新余
2022-02-10,33,优,23,32,17,4,0.6,48,新余
2022-02-11,23,优,16,23,17,4,0.6,38,新余
2022-02-12,40,优,28,38,24,6,0.7,22,新余
2022-02-13,33,优,22,29,26,6,0.8,25,新余
2022-02-14,38,优,26,37,23,7,0.8,56,新余
2022-02-15,43,优,26,43,20,7,0.7,68,新余
2022-02-16,64,良,46,68,27,11,0.7,42,新余
2022-02-17,35,优,24,33,22,8,0.7,40,新余
2022-02-18,23,优,11,17,18,8,0.6,42,新余
2022-02-19,26,优,17,26,17,8,0.6,46,新余
2022-02-20,62,良,44,56,17,8,0.5,60,新余
2022-02-21,46,优,29,46,22,13,0.5,65,新余
2022-02-22,32,优,22,31,20,8,0.5,58,新余
2022-02-23,43,优,30,39,22,8,0.7,70,新余
2022-02-24,62,良,44,64,32,12,0.7,88,新余
2022-02-25,63,良,45,66,40,13,1,82,新余
2022-02-26,64,良,46,78,43,16,1.2,81,新余
2022-02-27,60,良,40,70,37,14,0.8,112,新余
2022-02-28,72,良,50,93,51,21,1.2,99,新余
2022-03-01,68,良,47,86,37,14,0.8,62,新余
2022-03-02,62,良,31,74,30,14,0.5,112,新余
2022-03-03,79,良,52,107,46,22,0.8,87,新余
2022-03-04,64,良,44,77,36,10,0.9,92,新余
2022-03-05,59,良,42,68,30,14,0.8,107,新余
2022-03-06,51,良,24,52,21,9,0.4,79,新余
2022-03-07,40,优,19,37,21,10,0.4,80,新余
2022-03-08,53,良,24,55,29,10,0.6,97,新余
2022-03-09,58,良,28,66,40,14,0.6,107,新余
2022-03-10,70,良,32,71,48,20,0.7,123,新余
2022-03-11,70,良,41,89,56,22,1,82,新余
2022-03-12,64,良,36,77,37,16,0.8,111,新余
2022-03-13,61,良,36,72,31,21,0.8,111,新余
2022-03-14,56,良,34,61,35,12,0.7,52,新余
2022-03-15,56,良,34,62,27,14,0.6,101,新余
2022-03-16,66,良,44,81,37,24,1,102,新余
2022-03-17,42,优,22,41,18,13,0.8,83,新余
2022-03-18,31,优,17,31,21,10,0.5,38,新余
2022-03-19,48,优,28,48,21,19,0.6,82,新余
2022-03-20,55,良,34,59,26,18,0.6,30,新余
2022-03-21,33,优,14,24,26,14,0.6,24,新余
2022-03-22,26,优,9,16,17,8,0.4,51,新余
2022-03-23,28,优,15,28,20,14,0.4,53,新余
2022-03-24,32,优,18,32,21,9,0.5,50,新余
2022-03-25,23,优,11,23,18,19,0.7,46,新余
2022-03-26,27,优,16,26,21,8,0.7,50,新余
2022-03-27,37,优,19,37,18,12,0.6,68,新余
2022-03-28,48,优,18,37,16,12,0.4,95,新余
2022-03-29,34,优,18,34,18,10,0.6,66,新余
2022-03-30,35,优,20,30,28,9,0.7,34,新余
2022-03-31,48,优,18,27,13,6,0.4,95,新余
2022-04-01,40,优,24,40,16,8,0.4,76,新余
2022-04-02,64,良,25,45,23,10,0.4,116,新余
2022-04-03,85,良,35,62,26,14,0.6,142,新余
2022-04-04,82,良,33,61,28,16,0.5,138,新余
2022-04-05,72,良,45,83,35,30,1,126,新余
2022-04-06,85,良,38,72,30,22,0.6,142,新余
2022-04-07,86,良,34,76,36,22,0.7,143,新余
2022-04-08,80,良,40,85,41,28,0.9,135,新余
2022-04-09,77,良,34,72,34,27,0.8,132,新余
2022-04-10,79,良,39,80,36,33,0.8,134,新余
2022-04-11,95,良,40,76,33,20,0.8,153,新余
2022-04-12,68,良,34,74,29,20,0.8,121,新余
2022-04-13,36,优,12,26,16,5,0.5,72,新余
2022-04-14,60,良,18,37,15,10,0.4,112,新余
2022-04-15,38,优,19,36,16,10,0.4,76,新余
2022-04-16,39,优,15,25,13,7,0.4,78,新余
2022-04-17,40,优,25,40,18,13,0.4,65,新余
2022-04-18,45,优,23,36,15,10,0.5,89,新余
2022-04-19,69,良,27,53,22,10,0.6,122,新余
2022-04-20,65,良,32,70,26,20,0.7,118,新余
2022-04-21,56,良,29,62,30,18,0.7,98,新余
2022-04-22,53,良,26,55,30,16,0.9,50,新余
2022-04-23,49,优,12,26,13,7,0.5,98,新余
2022-04-24,45,优,24,45,21,21,0.8,88,新余
2022-04-25,51,良,19,51,20,26,1.2,62,新余
2022-04-26,48,优,12,28,13,13,0.6,96,新余
2022-04-27,45,优,23,42,14,9,0.6,89,新余
2022-04-28,38,优,23,38,19,9,0.7,54,新余
2022-04-29,44,优,11,22,12,7,0.4,88,新余
2022-04-30,37,优,19,29,14,8,0.5,74,新余
2022-05-01,45,优,28,45,15,8,0.5,86,新余
2022-05-02,72,良,29,49,19,9,0.6,126,新余
2022-05-03,89,良,33,60,26,15,0.6,146,新余
2022-05-04,78,良,29,54,28,14,0.5,133,新余
2022-05-05,74,良,36,64,31,20,0.8,128,新余
2022-05-06,69,良,38,68,30,22,0.8,122,新余
2022-05-07,73,良,53,86,36,20,0.9,70,新余
2022-05-08,55,良,38,60,19,10,0.6,74,新余
2022-05-09,44,优,21,34,16,8,0.8,87,新余
2022-05-10,28,优,18,26,17,7,0.8,56,新余
2022-05-11,41,优,28,40,15,8,0.7,82,新余
2022-05-12,37,优,23,37,16,7,0.8,66,新余
2022-05-13,46,优,26,38,15,6,0.6,92,新余
2022-05-14,54,良,32,48,14,7,0.6,104,新余
2022-05-15,62,良,27,34,14,6,0.5,114,新余
2022-05-16,78,良,24,40,17,11,0.4,133,新余
2022-05-17,81,良,34,58,27,20,1,137,新余
2022-05-18,66,良,36,64,25,21,0.7,119,新余
2022-05-19,75,良,40,64,18,17,0.6,130,新余
2022-05-20,52,良,36,54,16,10,0.5,87,新余
2022-05-21,64,良,32,47,16,12,0.6,116,新余
2022-05-22,53,良,34,56,24,17,0.8,68,新余
2022-05-23,47,优,20,32,14,6,0.4,93,新余
2022-05-24,35,优,23,34,18,6,0.6,70,新余
2022-05-25,40,优,22,40,22,12,0.9,68,新余
2022-05-26,58,良,23,33,18,8,0.6,109,新余
2022-05-27,54,良,27,44,16,12,0.6,104,新余
2022-05-28,45,优,30,42,26,12,1.4,89,新余
2022-05-29,42,优,23,42,23,12,1.3,35,新余
2022-05-30,29,优,13,29,19,9,0.8,55,新余
2022-05-31,34,优,18,34,19,8,0.8,53,新余
2022-06-01,34,优,21,34,19,6,0.9,57,新余
2022-06-02,32,优,18,32,18,6,0.8,62,新余
2022-06-03,27,优,13,26,16,8,0.8,54,新余
2022-06-04,30,优,14,28,18,9,1.2,45,新余
2022-06-05,46,优,16,25,14,10,1.2,91,新余
2022-06-06,97,良,30,52,16,8,1,156,新余
2022-06-07,101,轻度污染,44,73,19,15,0.9,161,新余
2022-06-08,65,良,28,51,13,12,0.7,118,新余
2022-06-09,25,优,12,22,17,11,0.6,50,新余
2022-06-10,44,优,13,23,10,7,0.5,88,新余
2022-06-11,45,优,14,23,12,7,0.5,90,新余
2022-06-12,32,优,18,30,17,11,0.6,64,新余
2022-06-13,32,优,16,27,18,8,0.6,64,新余
2022-06-14,45,优,20,38,18,11,0.9,90,新余
2022-06-15,47,优,22,43,19,13,0.8,94,新余
2022-06-16,40,优,19,40,20,18,0.8,53,新余
2022-06-17,24,优,13,24,15,8,0.7,45,新余
2022-06-18,23,优,12,22,16,9,0.9,45,新余
2022-06-19,33,优,15,27,22,17,1.3,31,新余
2022-06-20,27,优,14,27,15,13,1,41,新余
2022-06-21,30,优,14,26,17,12,1.2,40,新余
2022-06-22,35,优,16,31,22,17,1.4,24,新余
2022-06-23,38,优,20,38,20,24,1.3,62,新余
2022-06-24,38,优,20,38,18,18,1,72,新余
2022-06-25,36,优,19,36,17,21,1,71,新余
2022-06-26,47,优,26,47,22,30,1.4,88,新余
2022-06-27,43,优,22,43,20,28,1.4,76,新余
2022-06-28,46,优,24,46,22,30,1.5,74,新余
2022-06-29,40,优,16,35,17,15,0.8,79,新余
2022-06-30,42,优,20,38,12,10,0.8,84,新余
2022-07-01,45,优,25,45,14,8,0.8,83,新余
2022-07-02,35,优,15,35,20,8,0.9,63,新余
2022-07-03,28,优,12,28,13,4,0.8,49,新余
2022-07-04,21,优,10,21,10,5,0.7,42,新余
2022-07-05,40,优,14,29,16,18,1.6,35,新余
2022-07-06,34,优,14,31,16,14,1.2,68,新余
2022-07-07,32,优,16,32,18,18,1.2,55,新余
2022-07-08,31,优,15,31,17,21,1,55,新余
2022-07-09,35,优,14,34,16,16,0.9,70,新余
2022-07-10,40,优,17,36,18,20,1,80,新余
2022-07-11,44,优,17,39,18,16,1,88,新余
2022-07-12,45,优,20,43,19,17,1,90,新余
2022-07-13,45,优,22,45,17,15,0.8,79,新余
2022-07-14,69,良,25,48,15,11,0.7,122,新余
2022-07-15,55,良,22,50,18,14,0.9,105,新余
2022-07-16,46,优,23,46,19,22,1,80,新余
2022-07-17,43,优,21,43,16,18,1,71,新余
2022-07-18,38,优,13,28,10,8,0.9,75,新余
2022-07-19,41,优,21,41,17,10,1.2,68,新余
2022-07-20,51,良,24,52,18,18,1.4,75,新余
2022-07-21,46,优,19,37,14,14,1,92,新余
2022-07-22,40,优,18,34,14,10,0.9,79,新余
2022-07-23,40,优,16,35,13,10,0.7,80,新余
2022-07-24,47,优,20,40,14,10,0.8,93,新余
2022-07-25,54,良,30,57,22,13,1.1,104,新余
2022-07-26,48,优,25,48,16,10,0.9,91,新余
2022-07-27,64,良,26,52,18,9,0.9,116,新余
2022-07-28,55,良,28,51,15,10,0.9,106,新余
2022-07-29,47,优,23,40,12,11,0.7,94,新余
2022-07-30,72,良,27,54,18,21,1.1,126,新余
2022-07-31,68,良,33,57,19,20,1.1,121,新余
2022-08-01,62,良,35,60,19,9,1.1,114,新余
2022-08-02,82,良,36,62,19,18,1.2,138,新余
2022-08-03,48,优,26,48,16,10,0.9,88,新余
2022-08-04,34,优,18,30,10,11,0.6,68,新余
2022-08-05,32,优,14,25,12,14,0.8,63,新余
2022-08-06,35,优,14,25,14,20,0.8,69,新余
2022-08-07,39,优,16,32,15,22,0.9,78,新余
2022-08-08,42,优,16,30,16,24,1,84,新余
2022-08-09,35,优,17,35,19,23,1.1,69,新余
2022-08-10,30,优,14,30,15,20,0.9,56,新余
2022-08-11,34,优,17,34,18,27,1.2,60,新余
2022-08-12,39,优,18,39,18,28,1.1,64,新余
2022-08-13,38,优,19,38,20,28,1.2,70,新余
2022-08-14,40,优,21,38,17,24,1,80,新余
2022-08-15,44,优,22,42,18,21,0.8,88,新余
2022-08-16,45,优,24,42,21,19,0.9,89,新余
2022-08-17,42,优,20,42,18,23,1.2,81,新余
2022-08-18,42,优,18,42,18,14,0.8,84,新余
2022-08-19,38,优,18,37,18,18,0.9,76,新余
2022-08-20,33,优,14,33,15,16,0.8,60,新余
2022-08-21,36,优,15,36,18,26,1,67,新余
2022-08-22,40,优,16,40,18,22,0.9,74,新余
2022-08-23,66,良,17,40,17,12,0.6,119,新余
2022-08-24,87,良,30,63,15,10,0.7,144,新余
2022-08-25,49,优,22,49,14,12,0.8,68,新余
2022-08-26,37,优,16,37,14,20,1,67,新余
2022-08-27,50,优,17,40,12,14,0.6,99,新余
2022-08-28,72,良,31,57,12,13,0.8,126,新余
2022-08-29,42,优,18,40,14,12,0.6,83,新余
2022-08-30,67,良,24,44,14,8,0.7,120,新余
2022-08-31,44,优,24,44,16,9,0.8,50,新余
2022-09-01,35,优,18,35,12,9,0.6,62,新余
2022-09-02,75,良,26,46,10,8,0.6,130,新余
2022-09-03,49,优,15,34,10,8,0.4,98,新余
2022-09-04,68,良,16,36,16,11,0.4,121,新余
2022-09-05,92,良,28,53,19,14,0.5,150,新余
2022-09-06,87,良,26,53,20,13,0.6,144,新余
2022-09-07,65,良,27,56,19,18,0.6,117,新余
2022-09-08,87,良,24,49,16,16,0.8,144,新余
2022-09-09,110,轻度污染,36,64,20,22,0.6,170,新余
2022-09-10,104,轻度污染,40,64,15,16,0.7,164,新余
2022-09-11,95,良,34,58,17,15,0.6,154,新余
2022-09-12,102,轻度污染,34,64,21,14,0.7,162,新余
2022-09-13,93,良,28,53,14,14,0.5,151,新余
2022-09-14,59,良,18,38,14,10,0.4,110,新余
2022-09-15,71,良,20,43,17,12,0.4,125,新余
2022-09-16,104,轻度污染,35,64,21,14,0.8,164,新余
2022-09-17,113,轻度污染,41,74,24,19,0.7,174,新余
2022-09-18,106,轻度污染,36,66,20,17,0.7,166,新余
2022-09-19,87,良,26,49,15,15,0.7,144,新余
2022-09-20,84,良,22,60,16,19,0.6,140,新余
2022-09-21,80,良,20,52,17,21,0.4,136,新余
2022-09-22,57,良,26,64,30,32,0.6,84,新余
2022-09-23,84,良,33,65,19,17,0.7,140,新余
2022-09-24,117,轻度污染,33,70,18,17,0.8,178,新余
2022-09-25,107,轻度污染,35,78,23,27,0.6,167,新余
2022-09-26,106,轻度污染,41,83,25,27,0.8,166,新余
2022-09-27,97,良,34,67,20,23,0.6,156,新余
2022-09-28,104,轻度污染,38,71,20,24,0.7,164,新余
2022-09-29,104,轻度污染,43,75,22,22,0.9,164,新余
2022-09-30,87,良,46,80,25,20,1,144,新余
2022-10-01,54,良,31,58,24,28,1.1,79,新余
2022-10-02,40,优,19,40,19,27,1,66,新余
2022-10-03,40,优,18,36,19,19,0.8,80,新余
2022-10-04,88,良,33,87,23,24,0.8,145,新余
2022-10-05,64,良,24,78,21,16,0.5,32,新余
2022-10-06,38,优,20,38,24,12,0.6,28,新余
2022-10-07,25,优,11,22,20,10,0.6,33,新余
2022-10-08,34,优,20,34,19,15,0.5,37,新余
2022-10-09,32,优,16,32,14,10,0.5,60,新余
2022-10-10,50,优,16,43,14,10,0.2,100,新余
2022-10-11,55,良,20,49,20,17,0.2,106,新余
2022-10-12,69,良,26,52,22,22,0.4,122,新余
2022-10-13,70,良,26,50,20,16,0.5,124,新余
2022-10-14,74,良,30,57,26,18,0.5,128,新余
2022-10-15,77,良,30,58,19,18,0.5,132,新余
2022-10-16,77,良,30,56,17,17,0.4,132,新余
2022-10-17,72,良,33,72,11,11,0.5,126,新余
2022-10-18,60,良,20,52,14,14,0.4,112,新余
2022-10-19,60,良,26,52,20,28,0.4,111,新余
2022-10-20,68,良,30,55,21,22,0.5,121,新余
2022-10-21,82,良,36,64,25,28,0.5,138,新余
2022-10-22,85,良,37,65,21,25,0.6,142,新余
2022-10-23,85,良,37,62,14,20,0.6,141,新余
2022-10-24,74,良,41,73,14,22,0.6,128,新余
2022-10-25,62,良,30,64,18,25,0.6,114,新余
2022-10-26,73,良,35,67,20,26,0.6,127,新余
2022-10-27,51,良,32,52,20,16,0.6,52,新余
2022-10-28,41,优,24,41,17,13,0.6,31,新余
2022-10-29,43,优,22,43,12,16,0.6,65,新余
2022-10-30,52,良,26,49,12,19,0.5,102,新余
2022-10-31,53,良,28,55,11,14,0.5,103,新余
2022-11-01,55,良,26,52,16,15,0.4,106,新余
2022-11-02,57,良,25,46,21,19,0.4,108,新余
2022-11-03,49,优,30,49,24,13,0.5,66,新余
2022-11-04,54,良,34,58,24,13,0.6,84,新余
2022-11-05,50,优,29,50,27,15,0.6,69,新余
2022-11-06,58,良,36,66,38,28,0.7,76,新余
2022-11-07,59,良,40,68,42,22,0.8,84,新余
2022-11-08,58,良,36,65,38,24,0.7,95,新余
2022-11-09,57,良,37,64,42,21,0.9,95,新余
2022-11-10,64,良,44,78,42,31,1.1,94,新余
2022-11-11,57,良,35,63,34,30,0.9,91,新余
2022-11-12,57,良,32,63,36,19,1,86,新余
2022-11-13,63,良,30,76,21,14,0.7,52,新余
2022-11-14,47,优,25,47,25,13,0.7,17,新余
2022-11-15,39,优,24,39,28,12,0.7,8,新余
2022-11-16,48,优,32,48,32,19,0.8,16,新余
2022-11-17,39,优,22,39,26,12,0.8,30,新余
2022-11-18,35,优,20,34,28,16,0.8,30,新余
2022-11-19,29,优,17,29,22,8,0.8,25,新余
2022-11-20,53,良,36,56,26,12,0.8,48,新余
2022-11-21,55,良,34,60,29,23,0.6,57,新余
2022-11-22,52,良,34,53,30,12,0.8,19,新余
2022-11-23,36,优,19,36,24,14,0.6,65,新余
2022-11-24,46,优,24,46,26,19,0.5,61,新余
2022-11-25,65,良,42,79,38,26,1.1,36,新余
2022-11-26,61,良,42,71,32,16,1,70,新余
2022-11-27,44,优,25,44,25,10,0.7,37,新余
2022-11-28,49,优,22,49,30,28,1.1,29,新余
2022-11-29,24,优,11,19,19,7,0.9,23,新余
2022-01-01,124,轻度污染,94,0,39,18,1.1,37,鹰潭
2022-01-02,104,轻度污染,78,81,34,37,1.2,88,鹰潭
2022-01-03,115,轻度污染,87,98,46,36,1.3,93,鹰潭
2022-01-04,102,轻度污染,76,98,46,41,1.3,110,鹰潭
