日期,AQI,质量等级,PM2.5,PM10,NO2,SO2,CO,O3,城市
2022-09-04,95,良,18,37,13,9,0.4,153,吉安
2022-09-05,115,轻度污染,30,52,13,11,0.5,176,吉安
2022-09-06,90,良,28,48,10,11,0.4,148,吉安
2022-09-07,49,优,19,35,7,8,0.4,97,吉安
2022-09-08,60,良,19,36,10,8,0.4,112,吉安
2022-09-09,124,轻度污染,30,53,11,10,0.5,186,吉安
2022-09-10,124,轻度污染,38,61,8,12,0.6,186,吉安
2022-09-11,122,轻度污染,40,62,8,11,0.6,184,吉安
2022-09-12,124,轻度污染,34,55,9,13,0.5,186,吉安
2022-09-13,122,轻度污染,32,54,9,12,0.5,184,吉安
2022-09-14,74,良,20,37,8,13,0.4,128,吉安
2022-09-15,87,良,18,33,8,15,0.4,144,吉安
2022-09-16,108,轻度污染,33,53,10,13,0.4,168,吉安
2022-09-17,117,轻度污染,40,61,12,14,0.5,178,吉安
2022-09-18,130,轻度污染,39,63,10,14,0.5,192,吉安
2022-09-19,109,轻度污染,29,49,9,10,0.5,169,吉安
2022-09-20,120,轻度污染,25,58,11,11,0.4,182,吉安
2022-09-21,115,轻度污染,23,65,12,12,0.4,176,吉安
2022-09-22,80,良,23,52,12,12,0.4,136,吉安
2022-09-23,110,轻度污染,34,64,16,14,0.5,171,吉安
2022-09-24,143,轻度污染,36,70,13,12,0.5,207,吉安
2022-09-25,134,轻度污染,36,71,12,12,0.5,197,吉安
2022-09-26,141,轻度污染,34,64,12,16,0.5,205,吉安
2022-09-27,132,轻度污染,46,69,14,12,0.6,195,吉安
2022-09-28,130,轻度污染,36,60,12,11,0.5,193,吉安
2022-09-29,120,轻度污染,37,60,14,12,0.6,182,吉安
2022-09-30,96,良,42,65,15,12,0.6,155,吉安
2022-10-01,41,优,18,34,8,8,0.4,82,吉安
2022-10-02,34,优,13,29,7,8,0.3,68,吉安
2022-10-03,45,优,13,29,11,9,0.4,89,吉安
2022-10-04,84,良,27,68,14,11,0.5,140,吉安
2022-10-05,83,良,31,116,18,6,0.5,45,吉安
2022-10-06,47,优,24,47,21,7,0.6,40,吉安
2022-10-07,28,优,16,28,20,7,0.6,36,吉安
2022-10-08,41,优,24,41,19,8,0.6,53,吉安
2022-10-09,38,优,20,38,20,10,0.6,40,吉安
2022-10-10,63,良,16,47,12,9,0.4,115,吉安
2022-10-11,67,良,16,42,15,8,0.4,120,吉安
2022-10-12,92,良,22,50,19,10,0.5,150,吉安
2022-10-13,100,良,26,52,22,12,0.5,160,吉安
2022-10-14,100,良,28,54,20,14,0.5,160,吉安
2022-10-15,102,轻度污染,29,57,18,10,0.6,162,吉安
2022-10-16,100,良,28,58,16,13,0.4,160,吉安
2022-10-17,95,良,29,70,13,10,0.6,153,吉安
2022-10-18,77,良,24,61,14,10,0.4,132,吉安
2022-10-19,82,良,22,52,18,11,0.4,138,吉安
2022-10-20,100,良,26,54,23,16,0.5,159,吉安
2022-10-21,108,轻度污染,33,61,23,14,0.5,168,吉安
2022-10-22,117,轻度污染,30,58,19,14,0.5,178,吉安
2022-10-23,135,轻度污染,39,67,18,12,0.6,198,吉安
2022-10-24,104,轻度污染,43,78,18,10,0.6,164,吉安
2022-10-25,104,轻度污染,32,66,21,16,0.4,164,吉安
2022-10-26,112,轻度污染,38,75,23,19,0.5,173,吉安
2022-10-27,55,良,34,59,22,9,0.6,76,吉安
2022-10-28,49,优,34,48,24,10,0.6,39,吉安
2022-10-29,42,优,25,42,20,8,0.6,53,吉安
2022-10-30,70,良,30,54,18,12,0.5,123,吉安
2022-10-31,80,良,28,57,17,12,0.5,136,吉安
2022-11-01,66,良,25,52,18,11,0.6,119,吉安
2022-11-02,64,良,29,58,19,13,0.6,116,吉安
2022-11-03,40,优,25,37,15,6,0.5,80,吉安
2022-11-04,42,优,28,42,16,8,0.6,80,吉安
2022-11-05,44,优,25,44,20,9,0.6,48,吉安
2022-11-06,52,良,35,54,25,10,0.6,67,吉安
2022-11-07,50,优,32,50,28,13,0.6,68,吉安
2022-11-08,52,良,34,53,31,14,0.6,93,吉安
2022-11-09,54,良,33,57,33,12,0.6,96,吉安
2022-11-10,53,良,32,56,34,15,0.6,102,吉安
2022-11-11,49,优,27,49,26,10,0.4,90,吉安
2022-11-12,57,良,28,48,28,14,0.5,108,吉安
2022-11-13,62,良,36,74,20,16,0.7,100,吉安
2022-11-14,56,良,26,61,25,14,0.7,31,吉安
2022-11-15,37,优,22,37,26,12,0.6,19,吉安
2022-11-16,39,优,23,39,21,15,0.8,30,吉安
2022-11-17,35,优,21,34,28,12,1,27,吉安
2022-11-18,36,优,22,36,21,12,0.8,30,吉安
2022-11-19,27,优,15,26,21,8,0.9,25,吉安
2022-11-20,46,优,30,46,22,10,0.9,50,吉安
2022-11-21,50,优,33,50,21,10,0.8,100,吉安
2022-11-22,52,良,36,52,20,12,0.8,48,吉安
2022-11-23,36,优,20,36,18,10,0.7,55,吉安
2022-11-24,40,优,23,40,21,11,0.6,50,吉安
2022-11-25,52,良,34,53,25,10,0.7,42,吉安
2022-11-26,53,良,37,56,21,11,0.6,77,吉安
2022-11-27,27,优,14,27,18,10,0.5,47,吉安
2022-11-28,27,优,14,27,18,7,0.5,40,吉安
2022-11-29,25,优,12,25,20,9,0.8,17,吉安
2022-01-01,65,良,47,73,22,13,1,85,赣州
2022-01-02,58,良,40,66,29,15,1,93,赣州
2022-01-03,73,良,53,90,47,13,1.2,89,赣州
2022-01-04,78,良,56,105,56,14,1.4,102,赣州
2022-01-05,73,良,53,90,33,15,1.2,90,赣州
2022-01-06,48,优,28,48,17,8,1.1,60,赣州
2022-01-07,31,优,17,31,17,7,0.9,33,赣州
2022-01-08,44,优,29,44,19,8,0.9,25,赣州
2022-01-09,28,优,16,26,18,7,1.1,34,赣州
2022-01-10,31,优,19,31,18,7,1.1,37,赣州
2022-01-11,39,优,26,39,14,8,1,62,赣州
2022-01-12,58,良,40,66,31,10,1.1,77,赣州
2022-01-13,59,良,42,65,19,9,1,102,赣州
2022-01-14,73,良,53,87,33,10,1.1,51,赣州
2022-01-15,75,良,55,85,32,8,1.1,41,赣州
2022-01-16,36,优,24,36,21,5,1.1,35,赣州
2022-01-17,30,优,15,22,19,5,1.2,49,赣州
2022-01-18,33,优,23,33,18,5,1.1,55,赣州
2022-01-19,53,良,36,56,22,7,1.2,48,赣州
2022-01-20,52,良,29,53,28,8,1.1,60,赣州
2022-01-21,52,良,29,53,25,8,1,68,赣州
2022-01-22,54,良,36,57,22,7,1.1,41,赣州
2022-01-23,34,优,20,34,20,7,1.1,17,赣州
2022-01-24,30,优,6,14,22,7,1.2,14,赣州
2022-01-25,30,优,11,21,17,7,1.2,41,赣州
2022-01-26,28,优,12,26,16,6,1.1,50,赣州
2022-01-27,30,优,8,18,15,6,1.2,32,赣州
2022-01-28,25,优,6,17,11,7,1,47,赣州
2022-01-29,23,优,5,13,10,6,0.8,46,赣州
2022-01-30,30,优,12,18,8,6,0.7,59,赣州
2022-01-31,29,优,19,27,7,7,0.7,57,赣州
2022-02-01,29,优,20,29,8,7,0.7,41,赣州
2022-02-02,27,优,15,21,8,7,0.7,54,赣州
2022-02-03,32,优,12,20,7,5,0.7,64,赣州
2022-02-04,33,优,16,25,7,9,0.6,65,赣州
2022-02-05,32,优,14,25,8,6,0.6,63,赣州
2022-02-06,29,优,19,29,10,5,0.6,39,赣州
2022-02-07,22,优,7,15,10,7,0.7,43,赣州
2022-02-08,33,优,9,16,8,8,0.6,65,赣州
2022-02-09,27,优,8,18,8,11,0.7,54,赣州
2022-02-10,20,优,12,18,10,13,0.8,37,赣州
2022-02-11,20,优,9,14,9,6,0.8,30,赣州
2022-02-12,23,优,10,17,10,5,0.9,39,赣州
2022-02-13,25,优,11,16,13,8,1,26,赣州
2022-02-14,26,优,13,20,11,9,1,52,赣州
2022-02-15,29,优,15,24,10,7,0.8,58,赣州
2022-02-16,26,优,18,25,13,7,0.9,42,赣州
2022-02-17,23,优,8,13,15,6,0.9,25,赣州
2022-02-18,20,优,4,7,14,6,0.8,38,赣州
2022-02-19,19,优,8,13,13,5,0.7,38,赣州
2022-02-20,36,优,25,32,12,6,0.7,55,赣州
2022-02-21,33,优,20,26,12,6,0.8,65,赣州
2022-02-22,31,优,10,14,12,6,0.7,62,赣州
2022-02-23,37,优,13,17,11,6,0.8,74,赣州
2022-02-24,46,优,32,46,15,7,0.8,74,赣州
2022-02-25,52,良,33,54,31,9,0.9,88,赣州
2022-02-26,49,优,27,49,26,9,1,77,赣州
2022-02-27,66,良,29,56,32,10,1,119,赣州
2022-02-28,52,良,28,54,25,11,0.9,100,赣州
2022-03-01,60,良,40,69,27,16,1,93,赣州
2022-03-02,65,良,35,72,21,16,0.9,117,赣州
2022-03-03,92,良,41,73,25,12,1,150,赣州
2022-03-04,84,良,39,65,21,9,1,140,赣州
2022-03-05,64,良,46,66,16,12,1.1,102,赣州
2022-03-06,39,优,26,39,16,9,1,69,赣州
2022-03-07,54,良,10,20,13,7,0.8,104,赣州
2022-03-08,69,良,19,45,28,8,0.8,122,赣州
2022-03-09,90,良,22,52,37,10,0.8,147,赣州
2022-03-10,63,良,20,53,40,9,0.8,115,赣州
2022-03-11,81,良,24,62,45,10,0.8,137,赣州
2022-03-12,75,良,33,66,42,9,0.8,130,赣州
2022-03-13,55,良,20,45,25,10,0.7,105,赣州
2022-03-14,88,良,27,59,34,10,0.8,145,赣州
2022-03-15,90,良,36,64,26,12,0.9,147,赣州
2022-03-16,75,良,37,65,26,9,0.9,129,赣州
2022-03-17,39,优,16,34,15,8,0.7,78,赣州
2022-03-18,39,优,12,22,14,7,0.9,78,赣州
2022-03-19,80,良,22,42,25,10,0.9,135,赣州
2022-03-20,54,良,25,42,17,7,0.8,104,赣州
2022-03-21,38,优,15,31,15,7,0.7,76,赣州
2022-03-22,25,优,7,12,14,7,0.7,50,赣州
2022-03-23,32,优,7,15,11,6,0.6,63,赣州
2022-03-24,29,优,15,24,23,9,0.8,46,赣州
2022-03-25,47,优,18,29,37,8,1,38,赣州
2022-03-26,29,优,10,17,15,7,0.9,58,赣州
2022-03-27,35,优,20,31,13,8,0.7,70,赣州
2022-03-28,35,优,16,31,13,8,0.6,70,赣州
2022-03-29,35,优,18,35,26,7,0.8,56,赣州
2022-03-30,47,优,22,33,37,5,1,29,赣州
2022-03-31,49,优,16,23,17,6,0.8,98,赣州
2022-04-01,45,优,18,25,11,5,0.6,90,赣州
2022-04-02,51,良,18,31,17,8,0.5,101,赣州
2022-04-03,82,良,24,50,25,8,0.6,138,赣州
2022-04-04,92,良,24,54,32,8,0.7,150,赣州
2022-04-05,99,良,32,59,25,13,0.8,158,赣州
2022-04-06,96,良,32,58,22,10,0.8,155,赣州
2022-04-07,92,良,33,62,31,12,0.8,150,赣州
2022-04-08,101,轻度污染,32,68,41,11,0.8,161,赣州
2022-04-09,101,轻度污染,30,68,44,13,0.8,161,赣州
2022-04-10,127,轻度污染,35,71,45,10,0.9,189,赣州
2022-04-11,109,轻度污染,38,71,43,13,0.8,169,赣州
2022-04-12,86,良,26,50,29,11,0.7,143,赣州
2022-04-13,43,优,13,26,15,8,0.7,85,赣州
2022-04-14,46,优,8,16,11,6,0.7,91,赣州
2022-04-15,37,优,16,26,14,7,0.7,74,赣州
2022-04-16,36,优,4,7,13,7,0.6,72,赣州
2022-04-17,34,优,10,15,13,6,0.6,67,赣州
2022-04-18,30,优,11,16,16,6,0.6,59,赣州
2022-04-19,46,优,18,33,20,7,0.7,91,赣州
2022-04-20,63,良,28,46,22,12,0.8,115,赣州
2022-04-21,48,优,21,37,19,7,0.8,95,赣州
2022-04-22,51,良,26,37,31,9,0.8,101,赣州
2022-04-23,60,良,20,34,25,7,0.8,111,赣州
2022-04-24,44,优,22,39,23,9,0.8,88,赣州
2022-04-25,29,优,15,29,16,8,0.7,53,赣州
2022-04-26,36,优,22,36,19,7,0.8,70,赣州
2022-04-27,67,良,26,38,20,7,0.8,120,赣州
2022-04-28,40,优,19,31,15,7,0.8,79,赣州
2022-04-29,38,优,11,19,11,6,0.8,76,赣州
2022-04-30,36,优,10,19,12,5,0.7,72,赣州
2022-05-01,45,优,16,21,11,5,0.7,90,赣州
2022-05-02,62,良,25,37,10,5,0.8,114,赣州
2022-05-03,73,良,28,49,20,8,0.8,127,赣州
2022-05-04,82,良,29,54,28,12,0.8,138,赣州
2022-05-05,110,轻度污染,30,59,36,15,0.9,171,赣州
2022-05-06,105,轻度污染,36,65,35,11,0.9,165,赣州
2022-05-07,90,良,41,64,33,9,0.9,147,赣州
2022-05-08,35,优,22,35,21,8,0.9,67,赣州
2022-05-09,54,良,17,31,16,7,0.8,104,赣州
2022-05-10,24,优,15,23,16,6,0.9,48,赣州
2022-05-11,25,优,8,15,11,5,1,48,赣州
2022-05-12,27,优,18,26,12,4,1,53,赣州
2022-05-13,38,优,9,15,11,5,0.9,75,赣州
2022-05-14,36,优,17,24,10,5,0.9,71,赣州
2022-05-15,57,良,8,12,10,5,0.8,108,赣州
2022-05-16,54,良,18,29,17,5,0.8,104,赣州
2022-05-17,55,良,23,43,26,8,0.7,105,赣州
2022-05-18,91,良,26,52,35,10,0.7,149,赣州
2022-05-19,87,良,32,56,36,10,0.9,144,赣州
2022-05-20,57,良,40,58,16,8,0.9,102,赣州
2022-05-21,52,良,36,46,18,8,1,76,赣州
2022-05-22,40,优,28,37,23,8,1,61,赣州
2022-05-23,25,优,11,15,16,4,1,50,赣州
2022-05-24,23,优,7,12,15,5,0.9,38,赣州
2022-05-25,38,优,11,20,10,7,1,75,赣州
2022-05-26,40,优,10,17,9,7,1,80,赣州
2022-05-27,36,优,17,28,11,7,0.9,72,赣州
2022-05-28,35,优,17,31,18,11,0.9,70,赣州
2022-05-29,37,优,10,24,11,11,0.6,73,赣州
2022-05-30,38,优,9,24,10,9,0.6,75,赣州
2022-05-31,44,优,13,29,13,8,0.6,88,赣州
2022-06-01,30,优,10,29,14,9,0.7,59,赣州
2022-06-02,33,优,9,20,9,8,0.7,66,赣州
2022-06-03,32,优,9,19,7,8,0.7,63,赣州
2022-06-04,27,优,9,19,9,9,0.7,54,赣州
2022-06-05,30,优,11,23,10,7,0.7,60,赣州
2022-06-06,53,良,16,30,11,8,0.8,103,赣州
2022-06-07,38,优,21,31,16,9,0.9,75,赣州
2022-06-08,33,优,9,18,14,6,0.8,65,赣州
2022-06-09,28,优,8,16,11,6,0.8,56,赣州
2022-06-10,43,优,10,19,10,8,0.8,85,赣州
2022-06-11,32,优,15,24,12,9,0.8,64,赣州
2022-06-12,28,优,13,21,12,6,0.7,55,赣州
2022-06-13,28,优,5,10,11,5,0.8,55,赣州
2022-06-14,48,优,10,19,14,6,0.8,96,赣州
2022-06-15,31,优,16,31,21,7,0.8,56,赣州
2022-06-16,26,优,11,21,18,6,0.8,51,赣州
2022-06-17,24,优,9,17,16,5,0.8,48,赣州
2022-06-18,23,优,6,11,8,5,0.7,46,赣州
2022-06-19,23,优,6,13,8,5,0.7,45,赣州
2022-06-20,20,优,11,17,10,5,0.6,40,赣州
2022-06-21,25,优,6,14,10,4,0.6,50,赣州
2022-06-22,35,优,16,35,24,6,0.8,48,赣州
2022-06-23,38,优,10,26,12,6,0.6,76,赣州
2022-06-24,50,优,14,28,14,7,0.6,99,赣州
2022-06-25,68,良,15,28,11,7,0.6,121,赣州
2022-06-26,47,优,12,24,9,7,0.6,93,赣州
2022-06-27,39,优,7,18,9,6,0.6,77,赣州
2022-06-28,46,优,9,20,10,6,0.7,91,赣州
2022-06-29,42,优,11,20,9,7,0.7,83,赣州
2022-06-30,29,优,9,25,16,8,0.7,57,赣州
2022-07-01,43,优,9,26,11,7,0.7,86,赣州
2022-07-02,29,优,9,19,13,7,0.7,57,赣州
2022-07-03,22,优,5,14,14,6,0.8,44,赣州
2022-07-04,23,优,6,14,9,6,0.8,45,赣州
2022-07-05,28,优,5,10,7,6,0.8,55,赣州
2022-07-06,38,优,7,17,9,7,0.8,75,赣州
2022-07-07,32,优,7,17,12,6,0.7,63,赣州
2022-07-08,32,优,9,20,13,7,0.7,64,赣州
2022-07-09,30,优,7,17,10,6,0.7,59,赣州
2022-07-10,40,优,10,23,13,9,0.7,79,赣州
2022-07-11,46,优,12,24,14,8,0.8,92,赣州
2022-07-12,73,良,17,34,13,8,0.8,127,赣州
2022-07-13,93,良,17,37,16,9,0.8,151,赣州
2022-07-14,85,良,21,38,16,10,0.7,142,赣州
2022-07-15,102,轻度污染,25,42,15,9,0.8,162,赣州
2022-07-16,49,优,16,30,11,7,0.7,98,赣州
2022-07-17,49,优,18,31,10,7,0.7,97,赣州
2022-07-18,39,优,15,31,14,6,0.8,78,赣州
2022-07-19,34,优,13,28,13,7,0.7,68,赣州
2022-07-20,34,优,10,22,10,7,0.7,68,赣州
2022-07-21,44,优,13,26,11,8,0.7,87,赣州
2022-07-22,89,良,18,38,17,10,0.8,146,赣州
2022-07-23,64,良,18,35,15,9,0.7,116,赣州
2022-07-24,85,良,20,37,15,10,0.8,141,赣州
2022-07-25,82,良,25,44,17,11,0.8,138,赣州
2022-07-26,109,轻度污染,36,55,12,8,0.9,169,赣州
2022-07-27,113,轻度污染,35,53,14,7,0.9,174,赣州
2022-07-28,96,良,33,51,14,9,0.9,155,赣州
2022-07-29,82,良,23,44,15,11,0.8,138,赣州
2022-07-30,70,良,16,32,14,12,0.8,124,赣州
2022-07-31,86,良,21,39,14,13,0.8,143,赣州
2022-08-01,100,良,25,46,15,12,0.8,160,赣州
2022-08-02,96,良,26,43,16,8,0.9,155,赣州
2022-08-03,58,良,20,32,14,8,0.8,109,赣州
2022-08-04,32,优,12,23,13,9,0.8,63,赣州
2022-08-05,31,优,6,15,12,7,0.7,61,赣州
2022-08-06,37,优,6,16,11,8,0.7,74,赣州
2022-08-07,42,优,12,26,14,10,0.7,84,赣州
2022-08-08,35,优,9,21,11,8,0.7,69,赣州
2022-08-09,32,优,7,18,11,7,0.7,64,赣州
2022-08-10,32,优,12,24,16,9,0.8,63,赣州
2022-08-11,44,优,11,24,13,9,0.8,88,赣州
2022-08-12,38,优,7,15,9,8,0.7,75,赣州
2022-08-13,39,优,5,15,8,9,0.7,77,赣州
2022-08-14,71,良,12,24,11,9,0.8,125,赣州
2022-08-15,63,良,15,28,11,10,0.8,115,赣州
2022-08-16,56,良,15,27,11,10,0.8,107,赣州
2022-08-17,36,优,9,18,9,7,0.8,71,赣州
2022-08-18,41,优,9,20,10,7,0.8,81,赣州
2022-08-19,34,优,7,16,8,6,0.8,67,赣州
2022-08-20,29,优,5,12,6,5,0.8,58,赣州
2022-08-21,34,优,7,15,8,7,0.8,68,赣州
2022-08-22,50,优,11,25,11,7,0.7,99,赣州
2022-08-23,87,良,18,34,15,10,0.7,144,赣州
2022-08-24,59,良,19,39,15,10,0.6,110,赣州
2022-08-25,31,优,7,17,6,4,0.5,62,赣州
2022-08-26,38,优,8,19,10,6,0.7,76,赣州
2022-08-27,55,良,10,24,12,7,0.7,106,赣州
2022-08-28,55,良,16,32,13,10,0.7,106,赣州
2022-08-29,79,良,19,34,10,7,0.7,134,赣州
2022-08-30,84,良,19,36,15,7,0.7,140,赣州
2022-08-31,49,优,33,46,10,6,0.9,97,赣州
2022-09-01,49,优,22,34,11,5,0.9,98,赣州
2022-09-02,98,良,27,42,10,6,0.8,157,赣州
2022-09-03,77,良,21,41,11,6,0.8,132,赣州
2022-09-04,84,良,14,29,11,7,0.7,140,赣州
2022-09-05,101,轻度污染,28,50,18,9,0.8,161,赣州
2022-09-06,76,良,31,50,20,10,0.7,131,赣州
2022-09-07,36,优,17,28,18,5,0.7,72,赣州
2022-09-08,47,优,17,32,17,7,0.7,94,赣州
2022-09-09,92,良,23,41,19,9,0.6,150,赣州
2022-09-10,104,轻度污染,28,45,12,9,0.6,164,赣州
2022-09-11,107,轻度污染,34,51,10,12,0.7,167,赣州
2022-09-12,109,轻度污染,32,49,12,14,0.7,169,赣州
2022-09-13,112,轻度污染,29,48,11,11,0.6,173,赣州
2022-09-14,88,良,22,40,11,9,0.6,145,赣州
2022-09-15,80,良,22,39,16,11,0.6,135,赣州
2022-09-16,97,良,25,44,19,11,0.6,156,赣州
2022-09-17,98,良,32,54,23,14,0.7,157,赣州
2022-09-18,91,良,38,64,21,20,0.7,149,赣州
2022-09-19,99,良,29,47,12,11,0.7,158,赣州
2022-09-20,107,轻度污染,28,48,13,11,0.7,167,赣州
2022-09-21,100,良,22,55,12,13,0.7,160,赣州
2022-09-22,102,轻度污染,26,53,14,14,0.7,162,赣州
2022-09-23,96,良,25,47,11,12,0.7,155,赣州
2022-09-24,110,轻度污染,32,56,11,12,0.8,171,赣州
2022-09-25,127,轻度污染,37,62,12,15,1.1,189,赣州
2022-09-26,116,轻度污染,34,57,14,16,0.8,177,赣州
2022-09-27,109,轻度污染,36,59,15,14,0.7,169,赣州
2022-09-28,108,轻度污染,34,55,13,13,0.8,168,赣州
2022-09-29,136,轻度污染,40,67,19,12,0.7,199,赣州
2022-09-30,54,良,29,55,19,11,0.6,104,赣州
2022-10-01,35,优,12,23,7,7,0.4,69,赣州
2022-10-02,31,优,11,22,9,9,0.4,62,赣州
2022-10-03,48,优,15,32,18,12,0.4,96,赣州
2022-10-04,73,良,21,46,22,12,0.4,127,赣州
2022-10-05,74,良,32,97,10,9,0.6,118,赣州
2022-10-06,45,优,27,45,12,8,0.7,76,赣州
2022-10-07,32,优,15,28,10,7,0.7,64,赣州
2022-10-08,48,优,20,35,12,9,0.8,95,赣州
2022-10-09,30,优,20,30,12,9,0.8,52,赣州
2022-10-10,58,良,14,39,9,10,0.6,109,赣州
2022-10-11,69,良,15,38,12,12,0.7,122,赣州
2022-10-12,84,良,17,40,14,15,0.7,140,赣州
2022-10-13,95,良,24,50,17,14,0.7,154,赣州
2022-10-14,100,良,24,46,15,12,0.7,160,赣州
2022-10-15,99,良,24,48,15,11,0.7,158,赣州
2022-10-16,104,轻度污染,25,50,12,11,0.6,164,赣州
2022-10-17,96,良,28,64,12,10,0.7,155,赣州
2022-10-18,70,良,33,64,12,13,0.7,124,赣州
2022-10-19,80,良,27,53,15,13,0.7,136,赣州
2022-10-20,77,良,24,55,25,16,0.6,132,赣州
2022-10-21,99,良,27,56,30,14,0.6,158,赣州
2022-10-22,100,良,29,57,26,13,0.6,160,赣州
2022-10-23,130,轻度污染,33,57,15,15,0.7,192,赣州
2022-10-24,123,轻度污染,39,69,15,17,0.8,185,赣州
2022-10-25,96,良,30,65,25,17,0.7,155,赣州
2022-10-26,109,轻度污染,33,73,43,15,0.8,169,赣州
2022-10-27,83,良,35,69,25,16,0.8,139,赣州
2022-10-28,45,优,31,44,14,9,0.8,75,赣州
2022-10-29,26,优,15,25,14,9,0.7,52,赣州
2022-10-30,66,良,28,49,12,12,0.8,119,赣州
2022-10-31,71,良,25,48,10,12,0.7,125,赣州
2022-11-01,57,良,19,43,10,11,0.7,108,赣州
2022-11-02,46,优,20,37,12,9,0.8,92,赣州
2022-11-03,34,优,13,20,13,6,0.9,67,赣州
2022-11-04,39,优,13,18,11,6,0.8,77,赣州
2022-11-05,36,优,17,24,12,7,0.8,71,赣州
2022-11-06,29,优,20,29,17,8,0.8,38,赣州
2022-11-07,33,优,18,33,20,9,0.8,39,赣州
2022-11-08,46,优,23,46,26,9,0.9,47,赣州
2022-11-09,58,良,35,66,35,9,0.9,94,赣州
2022-11-10,56,良,30,61,37,9,0.9,102,赣州
2022-11-11,60,良,26,58,37,13,0.9,111,赣州
2022-11-12,63,良,26,60,40,14,0.8,115,赣州
2022-11-13,77,良,30,61,24,13,0.9,132,赣州
2022-11-14,54,良,31,58,18,12,1,62,赣州
2022-11-15,33,优,20,33,22,8,0.9,17,赣州
2022-11-16,28,优,12,19,22,8,1,18,赣州
2022-11-17,25,优,10,18,17,8,1,20,赣州
2022-11-18,37,优,25,37,16,13,1,42,赣州
2022-11-19,25,优,11,19,17,8,1,34,赣州
2022-11-20,32,优,15,28,15,11,0.9,64,赣州
2022-11-21,52,良,26,53,36,10,1,83,赣州
2022-11-22,42,优,25,42,26,7,1,46,赣州
2022-11-23,24,优,16,22,12,7,0.9,48,赣州
2022-11-24,29,优,20,27,17,9,0.9,42,赣州
2022-11-25,32,优,19,27,25,7,1,37,赣州
2022-11-26,34,优,20,34,25,7,0.8,55,赣州
2022-11-27,35,优,20,35,22,8,0.8,37,赣州
2022-11-28,23,优,8,16,11,4,0.6,45,赣州
2022-11-29,20,优,8,16,13,5,0.8,30,赣州
2022-01-01,89,良,66,114,49,19,1.1,36,景德镇
2022-01-02,82,良,60,103,39,10,1,82,景德镇
2022-01-03,71,良,49,91,44,12,1,93,景德镇
2022-01-04,60,良,40,70,36,8,0.9,55,景德镇
2022-01-05,52,良,36,54,31,9,1,42,景德镇
2022-01-06,21,优,12,21,15,5,0.6,37,景德镇
2022-01-07,30,优,16,30,18,7,0.5,42,景德镇
2022-01-08,50,优,29,50,22,6,0.7,43,景德镇
2022-01-09,49,优,32,49,21,6,0.9,31,景德镇
2022-01-10,34,优,23,34,18,6,0.7,40,景德镇
2022-01-11,58,良,41,62,26,9,0.8,82,景德镇
2022-01-12,67,良,48,74,29,11,0.8,72,景德镇
2022-01-13,79,良,58,90,30,10,0.8,79,景德镇
2022-01-14,84,良,62,95,27,5,0.8,38,景德镇
2022-01-15,83,良,61,101,38,10,1,62,景德镇
2022-01-16,58,良,41,62,28,6,0.8,43,景德镇
2022-01-17,52,良,35,53,22,5,0.8,50,景德镇
2022-01-18,52,良,29,54,26,8,0.8,58,景德镇
2022-01-19,65,良,46,80,37,12,1,76,景德镇
2022-01-20,59,良,41,68,19,11,0.8,89,景德镇
2022-01-21,62,良,44,66,18,5,0.7,59,景德镇
2022-01-22,38,优,26,38,16,4,0.7,40,景德镇
2022-01-23,24,优,11,16,19,4,0.7,24,景德镇
2022-01-24,23,优,11,18,16,5,0.9,38,景德镇
2022-01-25,30,优,16,28,20,5,1.2,16,景德镇
2022-01-26,25,优,9,14,13,4,1,22,景德镇
2022-01-27,28,优,8,12,12,4,1.1,46,景德镇
2022-01-28,25,优,7,12,7,6,0.9,50,景德镇
2022-01-29,26,优,10,12,6,4,0.6,52,景德镇
2022-01-30,29,优,13,19,5,4,0.6,58,景德镇
2022-01-31,38,优,26,33,6,7,0.6,58,景德镇
2022-02-01,53,良,37,42,5,4,0.7,52,景德镇
2022-02-02,36,优,25,27,4,4,0.8,62,景德镇
2022-02-03,23,优,10,15,5,4,0.6,45,景德镇
2022-02-04,29,优,11,18,7,4,0.6,57,景德镇
2022-02-05,36,优,15,22,5,4,0.5,71,景德镇
2022-02-06,50,优,35,48,6,4,0.6,60,景德镇
2022-02-07,30,优,13,23,7,4,0.6,60,景德镇
2022-02-08,23,优,12,19,7,5,0.5,46,景德镇
2022-02-09,18,优,11,18,10,5,0.5,34,景德镇
2022-02-10,20,优,14,20,9,4,0.5,37,景德镇
2022-02-11,15,优,10,14,11,4,0.6,28,景德镇
2022-02-12,30,优,20,30,20,5,0.8,15,景德镇
2022-02-13,28,优,18,28,17,5,0.9,24,景德镇
2022-02-14,28,优,16,28,14,5,0.8,48,景德镇
2022-02-15,32,优,18,32,11,6,0.6,62,景德镇
2022-02-16,45,优,30,45,10,5,0.6,63,景德镇
2022-02-17,31,优,17,24,10,4,0.6,62,景德镇
2022-02-18,29,优,8,14,10,4,0.4,57,景德镇
2022-02-19,32,优,14,22,10,4,0.5,63,景德镇
2022-02-20,51,良,33,51,12,5,0.5,78,景德镇
2022-02-21,36,优,18,36,14,5,0.4,68,景德镇
2022-02-22,35,优,18,28,11,5,0.4,70,景德镇
2022-02-23,41,优,24,35,17,4,0.6,81,景德镇
